question_id,correct_answer,hint,hint_score
486,Lunches packed with love.,"The evidence, a napkin resting on top of the sandwiches packed in wax paper, was certain ""Love you!""",0.3857995867729187
487,Its result is consistent with(...) the previously established ideas.,These insights   fit with what psychologists have seen previously: that loneliness leads to depressi,0.3550402045951547
488,deep conversations can make people happy,"Small talk is part of everyday life, but it's the deep conversations that may make you happy.",0.4839268922805786
489,The study was creative and different from traditional studies,"Researchers, led by Matthias Mehl at the University of Arizona, looked at the different types of con",0.4054782224396207
490,that there are differences in people's abilities,"To be sure, people are different.",0.34416109323501587
491,have special help and practice,"But even the very poor players can become much better players if they are guided in the right way, a",0.19546182453632355
492,almost all poor readers can make progress,Some people have the feeling that nothing can be done about their poor reading ability.,0.2650263011455536
493,To encourage people to improve their reading ability.,"In between, there are all degrees of reading ability.",0.407437264919281
494,the ways they take to deal with the typical climatic condition in desert,"They take thick, cylindrical  or even spherical forms, thereby exposing a minimum of evaporating sur",0.3254017780588509
495,so that the plants can evaporate less water,"There are also the drought--resisters--those which have evolved various methods for strong water, lo",0.23079846373696214
496,they have many ways of containing water,"They may store water in their leaves, in their stems, or in underground containers.",0.3978252708911896
497,the desert plants are shaped in a way as if them were designed by somebody on purpose,Desert plants fall into two sorts according to the way they deal with the problem of surviving droug,0.34030743999738444
498,one may lose his hearing when he hears a terribly loud noise.,An American scientist has found that using aspirin   increase the temporary  hearing loss or damage,0.39711692929267883
499,will be damaged even if he has heard a loud noise for only little more than one second,The noise can be the sound of a jet airplane or machines in factories of loud music or other common,0.26976531744003296
500,makes hearing damage from loud noise worse,He said these persons face a serious danger of suffering hearing loss from loud noise.,0.31885066628456116
501,take too much aspirin,He found that students who were given four grams of aspirin a day for two days suffered much greater,0.2423727959394455
502,whether aspirin would increase the temporary hearing damage from loud noises,Doctors have known for a long time that extremely loud noises can cause hearing damage or loss.,0.30386194586753845
503,The auto industry has been forced to develop new models which are more expensive.,The factories that haven't switched over to two-wheel transportation are working on their new smalle,0.44872438417679955
504,Children and parents make acquaintances with more people than before.,"Families now stay at home more for their fun, and children and parents are becoming better acquainte",0.3483554892853207
505,Supportive,,0.0
506,This passage mainly shows the chain reactions of the rising gas price,"In recent years, the price of gas has been rising sharply, and people have made many adjustments.",0.5079233646392822
507,the unfair treatment the working women suffering in business,Women are working at a decided disadvantage in the business world created by men to make things comf,0.516712419981934
508,men always make things comfortable for themselves,Women are working at a decided disadvantage in the business world created by men to make things comf,0.39144862252861645
509,She was trying to help her cousin survive.,"Three seventeen-year-olds from Salt Lake City, Tiana Skeen, Caitlin Caldwell and Jessica Osterloh, w",0.21262884140014648
510,Mallory couldn't have been killed with a life jacket,The teens rescued Rylee just in time but couldn't find Mallory.,0.40946081280708313
511,Three teen heroines,"The three teen heroines   saved the 3-year-old and the 6-year-old, but they feel Mallory is the real",0.4121484160423279
512,performed in various ways,"When it was first performed, critics  were divided over the music.",0.22350260615348816
513,It proved jazz could be serious music,"Could jazz, some people asked, be considered serious music?",0.38174697756767273
514,He created one of his best works,It still remains one of his most famous works.,0.2706987261772156
515,Talented and productive,,0.0
516,You can't sleep well all the time.,"If you easily get angry and can't sleep well enough, or if you're not eating properly, it will be mo",0.27595526137585474
517,Do one thing at a time.,"*Make time for yourself
Schedule time for both work and entertainment.Don't forget,play can be just",0.2708250880241394
518,How to Deal with Stress?,"*Make a list of things to do
Stress can result from disorganization and a feeling that ""there's so m",0.4168405532836914
519,make a list to do things one by one,"*Make time for yourself
Schedule time for both work and entertainment.Don't forget,play can be just",0.2813347578048706
520,improve their education at home to get better jobs,"With Harcourt, you study at home, in your spare time-so you don't have to give up your present job w",0.3048943877220154
521,To prove the value of their training in every area.,Your training includes everything you need!,0.29849758744239807
522,Four.,,0.0
523,The Lazy Animal,"""A rolling stone gathers no moss  ,"" but there is one living animal that does gather moss -- the thr",0.4969378982411869
524,to introduce a particular animal to the common reader,"""A rolling stone gathers no moss  ,"" but there is one living animal that does gather moss -- the thr",0.471274841292942
525,"For most of its time, the sloth remains motionless on the ground.",The sloth would have little chance of survival on the ground.,0.3199683129787445
526,it is short of its favorite food.,Running out of its favorite leaf is about the only thing that will make a sloth move.,0.19922715425491333
527,The sloth will never fight with other animals.,"""A rolling stone gathers no moss  ,"" but there is one living animal that does gather moss -- the thr",0.369734932152286
528,At the Derby Arms on Sunday.,"THE DERBY ARMS, Upper Richmond Road West, give you Joe on the electric accordion .",0.26984256505966187
529,At the Derby Arms on Friday.,"THE DERBY ARMS, Upper Richmond Road West, give you Joe on the electric accordion .",0.25454947352409363
530,789--4536.,Tel: 789--6749.,0.39476550571757235
531,The sing-along at The Black Horse.,Join the sing-along at The Black Horse.,0.44939956068992615
532,Folk Music at The Derby Arms and Heavy Music with Tony Simon at The Bull.,"HEAVY MUSIC with Tony Simon at The Bull, Upper Richmond Road West, East Sheen.",0.5485275983810425
533,Long-sleeve clothes,,0.0
534,To cool yourself down.,,0.0
535,A cell phone is enough for most people.,"If you have international calling on you phone, you should be able to use it-AT&T and Sprint both wo",0.2970006465911865
536,offer some practical tips on traveling in Egypt,So here I will give you some travel tips.,0.4766702651977539
537,lives an unhealthy lifestyle,,0.0
538,They're in their development period.,But teenagers are easily influenced because teenage years are the period when our personality and id,0.09056449681520462
539,to survive under pressure,,0.0
540,Bad influences of celebrities.,"Media, especially as well as the celebrities, have a very powerful influence to drive teenagers to g",0.41230643984893
541,keep your head,"So, how do you keep yourself from being swept away in the stream of chaos?",0.3092051148414612
542,there are seldom true emergencies in life,There are very few true emergencies in life.,0.3354841470718384
543,Keep calm in the face of the storm,"So, how do you keep yourself from being swept away in the stream of chaos?",0.4426017701625824
544,He did not have a happy life when he was young.,A French billionaire used to have a rough time when he was young.,0.2687709927558899
545,The billionaire's francs,My deposit of one million francs in the private safe of my bank will be the prize for his wisdom in,0.30162107944488525
546,Money,Still others thought that the poor needed skills to make money.,0.1508142352104187
547,quite by accident,,0.0
548,He stayed with visitors for extra time.,He walked us through all the local villages and took extra time at the end to enjoy a local dinner.,0.3741803765296936
549,various local food,"Tour _ 
Travel is all about the street food these days, and why not?",0.2362738996744156
550,7. 30 PM,"00 PM
Ending point: Cafe Pho Co - 11 Hang Gai St, Hoan Kiem",0.2817540466785431
551,find the new world,"At that time, the French dreamed of disclosing and controlling more land, of expanding trade beyond",0.15448492765426636
552,it was a water passage to the East,"At that time, the French dreamed of disclosing and controlling more land, of expanding trade beyond",0.21792568266391754
553,an Indian village,"What a huge "" village"" Canada is!",0.2802000343799591
554,Stadacona was what the Indians called Quebec then,Cartier first used it when he referred to Stadacona or Quebec.,0.4197041690349579
555,the place called Quebec,"However, instead or reaching Asia he arrived at Quebec or Stadacona, as the Indians called it.",0.24859726428985596
556,It lies in the Arctic.,"Arctic sleeping bags are provided for every guest, including children.",0.27872198820114136
557,http://www.bhutantouroperators.net/taktsang-monastery.php,"For more information, visit the website: http://www.icehotelcanada.com.",0.22557619214057922
558,Dinosaur Provincial Park -- Canada,"Dinosaur Provincial Park -- Canada
Known to be one the greatest fossil locations in the world, Dinos",0.3545521260241896
559,four unusual places in the world,"Leshan Giant Buddha -- Sichuan China
The world's largest Buddha sits on the edge of two great rivers",0.4536316990852356
560,travel,,0.0
561,Both good habits and bad habits,"We should keep away from all these bad habits, and try to form such habits as will be good for ourse",0.46148267223425676
562,to form good habits; to form bad habits,"Habits, whether good or bad, are gradually formed.",0.31528452038764954
563,Because it's hard and sometimes even impossible to throw away bad habits.,"Habits, whether good or bad, are gradually formed.",0.3108114004135132
564,has something to do with success,Many successful men say that much of their success has something to do with certain habits in early,0.2861919105052948
565,have been reported by a newspaper,But a report by a Florida newspaper says that reusable grocery bags sold by some supermarkets contai,0.16696237526801888
566,people will be informed of the facts about the reusable bags,But a report by a Florida newspaper says that reusable grocery bags sold by some supermarkets contai,0.45441176311487425
567,dependable,,0.0
568,made of paper,"Paper bags are also a good choice, since paper can be recycled .",0.18716080486774445
569,the UN Security Council had decided to shorten the time for the oil-for-food program,The 11 oil ministers   decided to meet again on July 3 to discuss the effects of the Iraq temporary,0.22563312947750092
570,concerned,,0.0
571,OPEC will not increase oil production to make up the shortfall caused by Iraq,A speaker said OPEC had to take all possible measures to keep or lower the oil price.,0.4217967092990875
572,they could have a discussion about the effects of Iraq's temporary oil stop,The EU Commission   has also expressed concern about Iraq's output stop.,0.3587088882923126
573,had lots of money,,0.0
574,Transportation,,0.0
575,in 1949,"In 1949, Russian journalist Vladimir Raitz started a company called Horizon Holidays.",0.3475799858570099
576,carbon dioxide,For that we can thank carbon dioxide.,0.23442675173282623
577,is still safe to drink,But it's most likely safe to drink.,0.3263845280092127
578,Throw them away.,"As for plastic water bottles that have been left out in the sun or in the car, step away from the bo",0.029158378019928932
579,It can cause great harm to people.,Many people think that this is because of microorganisms .,0.31570708751678467
580,Someone created the grammar first and then people learn the language according to it.,Do we need to study grammar to learn a language?,0.38410428166389465
581,His attitude is objective .,,0.0
582,At least 5.,"Nicholas Stern, a former UK government advisor, also told China Daily it will take at least one or t",0.25040239095687866
583,the least,"Nicholas Stern, a former UK government advisor, also told China Daily it will take at least one or t",0.12628591060638428
584,The downturn will force China's companies to upgrade their technologies,"""When the economy is experiencing fast growth, companies are unwilling to upgrade their technologies",0.23868872225284576
585,Money spent on food.,So the next question is: how much food is in 980 million calories?,0.311021899392496
586,Raising animals has a negative influence on environment.,Ever wonder how this season's celebrations affect the environment?,0.30845293402671814
587,Humourous and concerned.,,0.0
588,Is Santa driving clean and green?,"I spend my time wondering just what the environmental impacts of Santa Claus and his reindeer are, a",0.4032827913761139
589,Taste many kinds of apples.,"Although it doesn't taste of anything special, it's still worth a try, as is the knobbly  Cat's Head",0.2551756501197815
590,It is rarely seen now.,,0.0
591,To introduce an apple festival.,It's called Apple Day but in practice it's more like Apple Month.,0.4535185396671295
592,The body doesn't tell when you are in real pain.,"""How Yoga Can _ Your Body,"" by science writer William J.",0.2671268880367279
593,One should enjoy the physical and mental benefit that yoga brings.,"If you look at the injury rates of other physical activities, the number of injuries sustained from",0.3073543310165405
594,People who regularly eat fish never suffer from heart disease.,"During the next two decades, 78of the men died from heart disease , The fewest deaths were among the",0.44202858209609985
595,the effect of fish eating on people's health,"At the start of the study, average fish consumption was about two-thirds of an ounce each day, with",0.4618903696537018
596,in countries with high consumption of fish,"At the start of the study, average fish consumption was about two-thirds of an ounce each day, with",0.24792033433914185
597,not all working people live with their parents,We live away from the old for many reasons: young people sometimes avoid the old to get rid of fears,0.27513402700424194
598,different generations have different lifestyles,"Until late in the 20th century, most Americans spent time with people of generations.",0.13277429342269897
599,old people are easy to get along with,Now mid-aged Americans may not keep in touch with old people until they are old themselves.That's be,0.4112413227558136
600,the baby brought them the image of life,Once I was in a rest home when a visitor showed up with a baby.,0.19302931427955627
601,Because their parents are too busy to take care of them.,"""My parents were always telling me to hurry up, and my grandparents told me to slow down,"" one frien",0.20660971019271956
602,people are busy with their work,Most people work long hours.,0.3735463619232178
603,turn out to do better in their studies,Studies have shown that children who often eat with their families have better results at school tha,0.10248192105670145
604,Supportive.,,0.0
605,Why should the family eat together?,When was the last time your family sat down together to have a dinner?,0.4306780993938446
606,Radiation from the phone probably causes the change in the brain.,A new experiment shows that spending 50 minutes with an active phone pressed up to the ear increases,0.4348859190940857
607,Because the scientists want to be sure of the accuracy of the experiment.,"For those who don't want to wait to find out for sure whether cell phones are bad for the brain, the",0.18852192163467407
608,A type of sugar that gives energy to brain cells.,This suggests that the brain cells there were active -- even without the person hearing anything.,0.13253067433834076
609,Science News.,"Holding a cell phone to your ear during a conversation is ""not really safe,"" Lai told Science News.",0.2404051125049591
610,tourists.,,0.0
611,have been on PhillipIslandfor years,,0.0
612,$ 62.50.,,0.0
613,how to plan your travel,Plan ahead:Don't wait until the last minute to plan your trip.,0.5180898904800415
614,to save money by spending less,Use the Internet:The net can help to save money.,0.48416668176651
615,not to go to wellknown places,Cut expenses to fatten your wallet so you'll have more choices about where to go and how to get ther,0.3978944083240652
616,you can gain valuable life experiences,By traveling with others you can share costs and experiences.,0.45926523208618164
617,The differences are very great.,"But if you ask a British or an American person, the differences are quite great.",0.11388393491506577
618,They are strange but friendly.,"But the British do say that Americans are kind, friendly people.",0.168717622756958
619,once they become friends,"But when American and British people become friends, they usually find things are not as bad as they",0.13943737745285034
620,Torie Keene from Lakeland.,"Keene then purposely told McDonald's cashier Marisabel Figueroa to greet the other  customer ""Merry",0.3726135452206849
621,Amazed and moved.,"""The next customer was moved when Figueroa said her food was already paid by the previous car.That's",0.27761372923851013
622,About six hours.,,0.0
623,famous magician,"Musha Cay Island
$150 million, 700 acres
David Copperfield
Famous magician
World-famous magician Dav",0.13614197033358397
624,"5,400.",,0.0
625,Those who agree with the environmentalists' ideas.,,0.0
626,the Allan Island,"Allan Island
$13.5 million, 292 acres
Paul Allen
Investor
The island is reportedly named after a her",0.352547824382782
627,Worried,,0.0
628,Because she was fat.,Now Lisa doesn't worry about being fat any more.,0.3249438405036926
629,Parents are being pressured to let their kids stick with one sport.,"While parents naturally want the best for their child, they are being pressured by coaches to let hi",0.32311293482780457
630,are pushed into specialized sport too hard,"In today's achievement-oriented ( ) environment, children are being pushed to specialize in a single",0.2658102512359619
631,Stop Specializing in Sports So Early,"Tom Farrey, executive director of the nonprofit Aspen Institute Sports & Society Program, says year-",0.3521632254123688
632,One hundred dollars.,"I took that dollar ticket back to the store and turned it in for one hundred dollars!""",0.28432273864746094
633,not take anything at face value,".com
He didn't say anything that was false, but he left out important information on purpose.",0.2991192638874054
634,Half-truths are often used to mislead people.,Some politicians often use this trick.,0.3449223041534424
635,develop critical relationships,"Ask a group of elderly people what it was about their lives that made them happiest overall, and the",0.17977984249591827
636,It robs people of the happy moments spent with friends.,"Ask a group of elderly people what it was about their lives that made them happiest overall, and the",0.24341475866267503
637,To find out how social media affect real-world social life.,"But the more I read about how social media are interfering with   good old-fashioned friendship, cre",0.38930155247052
638,real-world friendship is a better choice for young people,"""Whether it is a wall post, a comment, or a photo,"" they wrote, ""young people's engagement with Face",0.35476401448249817
639,receive a certificate of TESOL,"After 3 weekends of study and another 40 hours' post-study online, I received my TESOL certificate.",0.3523949980735779
640,He travelled around Thailand by himself.,"On the first day of the New Year 2013, I made up my mind to go to Thailand to teach English as a vol",0.1910734173948738
641,tell us his voluntary experience in Thailand,"On the first day of the New Year 2013, I made up my mind to go to Thailand to teach English as a vol",0.31069415000887834
642,rewarding,,0.0
643,Nancy was left at the pub by chance.,David Cameron mistakenly left his eight-year-old daughter in a pub by herself when he drove off with,0.47645124793052673
644,A newspaper.,,0.0
645,invest our money wisely when we are young,"Put Your Money to Work
Saving is great, but to make the most of your money you need to put it to wor",0.26775334645740234
646,gain happiness by buying themselves expensive things,Expensive things don't create lasting happiness and security.,0.3119257688522339
647,being open to new ideas and views,"We all want to buy that new piece of technology, treat ourselves to an expensive night on the town,",0.30958181619644165
648,offer ways to achieve a happy and successful life,"Top Four Ways to Build a Wonderful Life
1.",0.414888471364975
649,In 1920.,,0.0
650,Anne's father Otto survived World War II.,"It was Gies who guarded Anne's diary, and presented it to the girl's father, Otto, when he returned",0.38727906346321106
651,thought she was overpraised,,0.0
652,Woman who saved Anne's diary dies at 100.,"Miep Gies, the woman who hid the Dutch girl Anne Frank's diary from the Nazis to become one of the w",0.3733455240726471
653,Miep Gies did a great favor to Anne's family.,"Miep Gies, the woman who hid the Dutch girl Anne Frank's diary from the Nazis to become one of the w",0.31471773982048035
654,Chickens: a Better Choice of Living Drug Factories.,They've kept some special chickens that lay eggs with disease-treating drugs inside.,0.48666736483573914
655,Chickens can produce the best quality of drugs among the drug-producing animals.,They've kept some special chickens that lay eggs with disease-treating drugs inside.,0.5152935981750488
656,Because it will help to collect the drugs easily.,They've kept some special chickens that lay eggs with disease-treating drugs inside.,0.12561824917793274
657,This technique still needs improving so as to satisfy the normal application.,"Once the researchers perfect their technique, you might eventually take your medicine from chicken e",0.3724866509437561
658,find a new job,"In 1971, a young man who grew up very poor was traveling across the country, trying to make a new st",0.056610357016325
659,the young man carried out his promise,The young man couldn't believe his luck.,0.5313298106193542
660,Secret Santa of Kansas City,"Now, he lives in Kansas City.",0.5780979990959167
661,easy,,0.0
662,How to Make Friends?,Have you found that you don't know how to make friends?,0.4949420690536499
663,a task,Men see it as a special task or a game to be won.,0.17578627169132233
664,often following magazines,"""And although men's magazines such as GQand Esquire have long had shopping articles, it's TV that ha",0.16841796040534973
665,following TV shows,"""And although men's magazines such as GQand Esquire have long had shopping articles, it's TV that ha",0.26127010583877563
666,pay more attention to,,0.0
667,The chain of ecosystem will be broken.,"Ocean,forestry and wetlands are the three global ecological systems.Wetlands can conserve and purify",0.21793107688426971
668,Some laws have been passed to protect wetland.,"Ocean,forestry and wetlands are the three global ecological systems.Wetlands can conserve and purify",0.37949782609939575
669,Wetland protection keeps ecological harmony.,"Ocean,forestry and wetlands are the three global ecological systems.Wetlands can conserve and purify",0.46619927883148193
670,Proper rest time improves children's learning efficiency.,"In a recent Orange County School Board meeting, parents demanded that rest time be carried out in al",0.20907969772815704
671,The link between their pay and school's scores,"Many teachers are using that extra 20 minutes that would have been spent on the schools' scores, eve",0.14352071285247803
672,Parents struggle for the rest right for their kids in school.,"In a recent Orange County School Board meeting, parents demanded that rest time be carried out in al",0.42750656604766846
673,earn an amount of money to cover her medical expenses,"This was her first chance in months to be outdoors having fun, away from hospitals and treatments, a",0.22105209529399872
674,They wanted to help Katie from the heart,Katie was battling cancer.,0.23316241800785065
675,Bidding from the heart,So the bidding(began.,0.27983295917510986
676,Penguins lost ability to taste fish,"Penguins can taste only sour and salty food, scientists have discovered.",0.4468417167663574
677,The hummingbird.,"The hummingbird, which feeds on sweet nectar, is an exception.",0.20215573906898499
678,Some of the taste genes were missing.,"Penguins can taste only sour and salty food, scientists have discovered.",0.25416290760040283
679,"Prof Jianzhi Zhang was the lead researcher of a university in UK, and Wuhan University, China.","Taste is critical for survival in most animals, but may not matter in the penguin, which swallows fi",0.25678597535364067
680,He collects and delivers bags of laundry.,"invites applications for the following posts:
HOUSEKEEPING
Housekeeping Supervisor 
Salary: $1,200 p",0.28807732462882996
681,Housemaid and waiter.,"FOOD AND DRINKS
(for new 24-hour restaurant)
Head waiter
Salary: $1,200 per month
Experienced waiter",0.18736600266597067
682,Laundry valet and waiter.,"FOOD AND DRINKS
(for new 24-hour restaurant)
Head waiter
Salary: $1,200 per month
Experienced waiter",0.3496417701244354
683,"Tom, who has been a pool attendant for two years.","GENERAL
Car Driver
Salary: $800 per month
Clean driving record
At least 1 year of experience
Willing",0.13243764638900757
684,60 years old,"25 percent are afraid of getting old, and a third worry about life in old age.",0.17229525744915009
685,family members,Around 60 percent of the Chinese participants hope they will be taken care of by family members.,0.18732212483882904
686,The French,"According to the survey, the French hold the most positive attitude towards getting old, with 32 per",0.10157106071710587
687,Because they have got ready for old age.,"17 percent of Brazilians look forward to old age, compared with 3 percent globally.",0.19109393656253815
688,workers who feared the loss of their jobs to a machine set fire,They feared that they would lose their jobs to the machine.,0.29392191767692566
689,Because Howe had already patented the lockstitch used by Singer.,"Howe's machine had a needle with an eye at the point, and it used the two threads to make a special",0.2273624688386917
690,The Early History of the Sewing Machine,Soon the Singer sewing machine achieved more fame than the others for it was more practical.,0.3474436104297638
691,around 13,,0.0
692,are influenced greatly by the holy persons.,"Ashin has also cited movies and novels as inspiration for his songs including ""Viva Love""which was i",0.1155301183462143
693,"Before it got famous,the rock band was not called Mayday.","Formerly making music under the name of So Band, they officially came to be known as Mayday in 1997,",0.3026927709579468
694,some things about Mayday,"Formerly making music under the name of So Band, they officially came to be known as Mayday in 1997,",0.3274732828140259
695,nervous,,0.0
696,School officers can help new students join school clubs.,This can help students and parents to find different places in the school.,0.21311835944652557
697,At the end of their eighth grade year,"And, most schools also have a freshman  speech for parents and students before the first year begins",0.17023354768753052
698,To give advice to new high school students.,Most schools take students to the high school for a visit at the end of their eighth grade year.,0.5339072942733765
699,dogs' ancestors come from gray wolves,Where do dogs come from?,0.36371201276779175
700,Modern humans are from East Africa while dogs come from Central Asia.,And that led them to Central Asia as the place of origin for dogs in much the same way that genetic,0.31532350182533264
701,found the study based on many different dogs and the sample dogs' remote locations,"""It's really great to see not just the number of street dogs, but also the geographic breadth and th",0.24993206072428814
702,Greger Larson,"Greger Larson of Oxford University, who is leading a large international effort to analyze ancient D",0.24507039785385132
703,couples share the burdens,It is certainly the case today that nowadays couples benefit in different ways from relationships.,0.26805686950683594
704,they think they can live happily alone,But perhaps the knowledge that we can live perfectly well without a partnership means that it takes,0.28160804510116577
705,it takes them too much energy to work,"In theory, finding a partner should be much simpler these days.",0.3339807689189911
706,The expectations of partners and financial pressure may prevent a relationship.,Women no longer rely upon partners for economic security or status.,0.38642287254333496
707,learning about music,"For the most part, you are probably only exposed to the music that is played on your favorite radio",0.34652000665664673
708,The blues.,"For example, did you know that rock 'n' roll originated from the blues, and that the blues began as",0.2840515673160553
709,By caring about what is being expressed in music.,"While you probably know a lot about your favorite type of music, it can be a rewarding experience to",0.20893822610378265
710,by detecting the smell of alcohol in the vehicle cabin,"A high-sensitivity alcohol odor sensor is built into the gear stick  , which is able to detect the p",0.38835659623146057
711,The detection system is still in the developmental stage.,While still in the developmental stage the concept of drink driving detectors being built into cars,0.39399898052215576
712,welcome,,0.0
713,Nissan will release drink-proof cars.,While still in the developmental stage the concept of drink driving detectors being built into cars,0.4689052700996399
714,Have a sense of humor failure about your mother,Keep a sense of humor about your mother.,0.28754445910453796
715,It is unreasonable to expect our mother to change totally from the way she was brought up.,Remember your mother's age.,0.3821623921394348
716,to improve the relationship with your mother.,"TLike most big projects, learning to manage your mother well is what you should do.",0.31942448019981384
717,They will be completed in the near future.,Here are recently-selected seven wonders-to-be in the modern world which are near completion.,0.19995816051959991
718,Burj Khalifa in Dubai.,"No.2 Kingdom Tower, Jeddah, Saudi Arabia
Adrian Smith, the architect who has designed the highest st",0.2978650629520416
719,"Crossrail, London.","No.6 Crossrail, London
Crossrail is built to link east and west London through the sewers, cables, a",0.3429233133792877
720,In a traveling magazine.,,0.0
721,By comparing genetic structures.,Scientists at the University of Chicago compared the genetic structures of the Common Mormons that c,0.17605522274971008
722,The 'doublesex' gene 'tells' other genes to change the wing patterns.,"For example, one gene would control the color of the upper part of the wing, one would do so for the",0.2374049574136734
723,How Common Mormons stay safe,"Scientists believe that this special ability of the ""doublesex"" gene on Common Mormon was developed",0.31732961535453796
724,In a popular magazine,,0.0
725,recommend ways of dealing with shyness,Nearly everyone is shy in some ways.,0.44733595848083496
726,The attempt to overcome shyness is always rewarding,And don't turn down party invitations just because of your shyness.,0.36520224809646606
727,Doctors and psychologists,"You can build your confidence by
following some suggestions from doctors and psychologists.",0.19827932119369507
728,Her father gave his attention to his phone instead of her.,I came to realize that I was ignoring her as a father.,0.20220112800598145
729,surprised her a lot,,0.0
730,is a man who learns from his mistakes,,0.0
731,Because he didn't know the common kitchen utensils  .,"I wanted to know that I'd raised a boy who would never ask the woman in his life, ""What's for dinner",0.14739632606506348
732,preparing children for their future life,I'm glad that I prepared so great a present for my future daughter-in-law.,0.2559179961681366
733,acknowledged his mother's efforts,I knew that he would rather have been shooting hoops in the driveway than learning to mend socks wit,0.11523839831352234
734,made great progress in cooking.,I'm glad that I prepared so great a present for my future daughter-in-law.,0.32236722111701965
735,Boys should be involved in housework.,,0.0
736,Frequently asked questions.,,0.0
737,"A healthy diet, adequate water and more exercise will contribute.",Q : Do I have to exercise and diet in order to see results?,0.33197569869944765
738,the one-time-only transaction service ensures customers' confidence,"Q : When I place my order, it's a one-time-only transaction  , right?",0.35465574264526367
739,The official web site is your best choice.,"However, in order to achieve your best weight-loss results, we highly recommend incorporating fun li",0.3242210766721126
740,In Helmand.,"Davie, a corporal in the Black Watch, was in Helmand in April 2010 when his interpreter stood on the",0.386308878660202
741,the UK.,,0.0
742,Davie might like boxing when he was young.,"Davie, 28, has battled back from terrible injuries after a bomb blew up directly below him.",0.305707186460495
743,Because success was a strong habit for him.,"For Michael, success is a strong habit.",0.3191328856680078
744,They think it needs too much action and focus.,"The only thing is, it is much more effective!",0.41190942473343634
745,We should make success a habit.,"For Michael, success is a strong habit.",0.46119555830955505
746,be heard by people around,"Every day we notice what people are wearing, driving and eating.",0.3031245768070221
747,the brand name of clothes,"They are actually paid to go from store to store, talking loudly about Lorenzo Bertolla clothes.",0.11476951092481613
748,That traditional advertising is too direct may lead to its decreasing effectiveness.,Undercover marketing is important because it reaches people that don't pay attention to traditional,0.4131326973438263
749,Undercover Marketing.,Undercover marketing is important because it reaches people that don't pay attention to traditional,0.4700291156768799
750,It will be held in different cities.,"The Children's Book-show Competition, _ by The Independent, is taking to the roads again from the st",0.23104380071163177
751,Books worth PS150 in all.,So it's a good time to launch a competition that includes a shed-load of new books for schools as pr,0.24153293800006936
752,introduce the Children's Book-Show Competition,"The Children's Book-show Competition, _ by The Independent, is taking to the roads again from the st",0.42034226655960083
753,to see a patient,,0.0
754,cleaner,,0.0
755,It has strict rules about visiting hours.,"""Of course.I told her about the hospital rules, and she will not expect us until tomorrow.Dad will s",0.23542344570159912
756,Clever,,0.0
757,start cooking on Sundays regularly,The idea is simple: Use the one day of the week we do have time to cook -- Sundays.,0.3849186599254608
758,The poor situation of retirees,,0.0
759,the concept of saving has been well received by Indians.,"Socially, we already know that the Indians are taught the benefits of start saving early on in life.",0.22822682559490204
760,Is saving enough,"Yet, tragically, a lifetime of savings does not seem to provide enough for a comfortable retirement!",0.48774194717407227
761,commuting time in New York is too long,"New York, the nation's biggest city, is rich in culture but its lengthy commuting time and high inco",0.435011025055311
762,The number of officials who are guilty is large in Memphis.,"Memphis got third place thanks to its violent crime rate and the number of officials who are guilty,",0.4340277910232544
763,"Stockton, Detroit, Miami, Florida, St Louis.","Florida was followed in the poor ranking by St Louis, Buffalo, Canton, Ohio and Chicago, which has t",0.3892825245857239
764,the author's father was once very rich.,"As Graduation Day approached, the young man awaited signs that his father had purchased the car.",0.35534200072288513
765,a new leather-bound Bible,"Curious, but somewhat disappointed,the young man opened the box and found a lovely, leather-bound Bi",0.2271727798787838
766,had never gone home,He needed to come home immediately and take care of things.,0.3097386658191681
767,"Good fortune lies within bad, bad fortune lurks within good.","Sometimes we don't realize the good fortune we have or we could have because we expect ""the packagin",0.47053534289356563
768,he had already gained enough knowledge,"Long long ago, there was a scholar who always wanted to gain more knowledge each day even though he",0.25823095440864563
769,spare more time for themselves,"Whether it's the silence between notes in music, or some open time in your schedule, you need space",0.2983432412147522
770,story - topic - example - advice,"For example, after sending one email, take a breath before replying to another one.",0.3863238990306854
771,Their academic career can benefit from it.,"They found that, though an average physicist moved once or twice during his career, moving from a lo",0.24000621346088097
772,They ranked the physicists' institutions according to citations to these universities' paper.,They ranked the impact of the institutions these people attended by counting the number of citations,0.2134465458621835
773,It calculated the citations of the physicists' institutions.,They ranked the impact of the institutions these people attended by counting the number of citations,0.3163802921772003
774,She mistook her sister's Christmas gift for hers.,Christmas Eve was tomorrow.,0.34332457184791565
775,her mother knew what gift Stacy wanted for Christmas,Christmas Eve was tomorrow.,0.4576370418071747
776,A Christmas gift as wished,Christmas Eve was tomorrow.,0.4378983676433563
777,it was a very important food in the diet of Buddhist priests,"Buddhist priests were expected to eat only vegetables, and tofu, made from the soybean, was a very i",0.30456990003585815
778,They are preserved in the original taste.,"Even now, traditional Japanese cooking preserves the original delicacy of tofu, though the way it is",0.21071982383728027
779,eating too much animal fat is considered unhealthy,"Much of the margarine   ,salad oil and cooking oil in daily use is now produced from soybean oil.Tof",0.19722063839435577
780,we haven't got enough fresh water,"But even if every large city reused its water, we still would not have enough.",0.3253058195114136
781,remove the salt from sea water,"But about 97% of that is sea water, or salt water.",0.4527776539325714
